Seafloor Age,Distance Along Trench,Trench Absolute Orthogonal,Convergence Orthogonal,Convergence Parallel,decompacted sediment thickness,sediment thickness,ocean crust carbon percent,Label
53.82,5.97,-4.11,11.23,0.39,1.89,104.07,2.15,0
48.93,5.97,-4.11,12.72,0.5,1.9,108.01,2.25,0
55.93,5.97,-4.1,13.15,-0.15,2.71,111.93,2.14,0
51.09,5.97,-4.1,13.13,-0.15,70.33,118.66,2.13,0
51.49,5.97,-4.1,11.95,-0.66,38.72,114.51,2.1,0
53.14,5.97,-4.1,11.93,-0.68,43.89,115.8,2.13,0
53.33,5.97,-4.12,12.29,-0.39,44.73,117.07,2.15,0
54.26,5.97,-4.18,13.22,0.67,42.88,117.13,2.24,0
54.41,5.97,-4.17,13.22,0.69,39.28,114.45,2.29,0
54.86,5.97,-3.28,13.21,0.71,35.56,111.95,2.33,0
55.73,5.97,-3.27,12.81,0.1,36.39,111.47,2.37,0
55.67,5.97,-3.26,12.77,0.05,35.47,111.0,2.37,0
57.99,5.97,-3.24,12.75,0.07,33.1,110.52,2.4,0
56.15,5.97,-3.23,12.72,0.1,29.87,110.05,2.39,0
63.08,5.97,-3.22,12.71,0.11,19.92,109.64,2.47,0
63.65,5.97,-3.2,11.47,-0.9,22.48,109.16,2.49,0
64.17,5.97,-3.19,10.92,-1.36,28.92,108.69,2.51,0
64.57,5.97,-3.18,10.89,-1.39,30.34,108.21,2.52,0
64.47,5.97,-3.16,11.14,-0.2,12.32,96.06,2.53,0
65.43,5.97,-3.15,11.16,-0.1,10.88,80.7,2.55,0
65.35,5.97,-3.14,11.15,-0.13,16.07,89.47,2.56,0
65.41,5.97,-3.12,11.13,-0.17,23.54,90.19,2.56,0
65.52,5.97,-3.09,14.37,-0.97,34.4,91.82,2.57,0
67.39,18.2,-3.06,14.27,-1.09,43.11,90.71,2.58,0
68.03,18.37,-3.04,14.17,-1.21,46.73,91.2,2.58,0
69.25,5.97,-3.01,14.07,-1.33,38.43,88.35,2.57,0
70.07,5.97,-2.99,13.97,-1.45,35.37,82.67,2.56,0
70.89,5.97,-2.96,13.86,-1.57,43.9,85.08,2.53,0
71.15,5.97,-2.93,13.75,-1.69,49.15,96.27,2.49,0
73.49,5.97,-2.91,14.39,0.42,48.54,96.96,2.31,0
73.89,5.97,-2.88,14.33,0.34,47.28,90.94,2.23,0
74.79,5.97,-2.85,14.27,0.26,52.16,101.66,2.16,0
75.62,5.97,-2.82,14.22,0.19,52.26,98.93,2.14,0
75.95,5.97,-2.8,14.16,0.11,70.95,89.93,2.13,0
76.55,5.97,-2.77,10.72,1.43,62.26,97.43,2.14,0
76.67,5.97,-2.74,10.71,1.43,61.43,87.98,2.16,0
76.46,5.97,-2.71,10.7,1.42,70.61,102.48,2.18,0
76.56,5.97,-2.68,10.68,1.42,77.69,106.64,2.22,0
76.66,5.97,-2.65,10.67,1.41,80.09,102.13,2.27,0
79.74,5.97,-2.62,11.35,-0.69,76.98,98.01,2.47,0
80.44,5.97,-2.59,11.32,-0.7,92.38,100.71,2.46,0
80.0,5.97,-2.57,11.29,-0.71,90.91,103.11,2.45,0
79.98,5.97,-2.54,11.25,-0.72,87.94,105.55,2.41,0
81.12,5.97,-2.51,11.22,-0.73,95.23,101.12,2.35,0
80.28,5.97,-5.6,14.31,-2.22,103.23,102.52,2.35,0
81.19,5.97,-5.6,14.32,-2.21,92.86,102.97,2.37,0
81.14,5.97,-5.6,14.33,-2.19,97.11,103.34,2.39,0
81.97,5.97,-5.6,14.34,-2.17,98.83,98.56,2.44,0
82.71,5.97,-5.6,14.35,-2.16,109.28,103.25,2.47,0
84.55,5.97,-5.17,13.21,7.76,111.22,102.94,2.48,0
84.41,5.97,-5.16,13.17,7.77,107.37,101.53,2.48,0
84.33,5.97,-5.15,13.13,7.78,119.79,97.36,2.49,0
85.83,5.97,-5.14,13.09,7.79,99.84,93.35,2.51,0
86.14,5.97,-5.14,13.05,7.8,97.73,101.4,2.53,0
85.69,5.97,-5.13,13.01,7.81,92.32,100.36,2.54,0
86.09,5.97,-5.12,12.97,7.82,120.91,109.37,2.58,0
87.29,5.97,-5.11,12.93,7.83,130.93,106.48,2.64,0
86.95,5.97,-5.09,12.88,7.84,103.25,92.75,2.65,0
89.23,5.97,-5.08,12.84,7.84,134.62,100.28,2.68,0
89.79,5.97,-3.09,12.1,9.05,148.8,98.33,2.69,0
89.22,5.8,-2.62,13.53,8.11,137.98,95.01,2.69,0
88.76,5.45,-2.6,13.48,8.02,133.6,87.41,2.68,0
88.86,5.11,-2.57,14.46,4.13,100.23,87.42,2.68,0
89.05,4.69,-2.55,14.45,4.04,85.52,87.01,2.68,0
89.1,4.27,-2.17,13.5,3.24,152.82,103.14,2.69,0
89.28,4.12,-1.33,11.3,1.49,95.63,98.39,2.69,0
89.37,4.11,-1.31,11.31,1.39,32.28,87.57,2.69,0
89.48,4.08,-1.3,11.32,1.29,61.85,77.6,2.69,0
89.6,4.06,-1.28,11.32,1.19,39.76,71.47,2.69,0
89.57,4.03,-0.95,9.0,-1.9,1.85,76.6,2.69,0
88.41,3.9,-1.59,7.59,-4.11,0.77,73.02,2.68,0
86.75,3.66,-1.56,7.54,-4.17,0.22,69.04,2.68,0
85.43,3.43,-1.54,7.5,-4.23,2.15,66.83,2.67,0
85.88,3.19,-1.52,7.45,-4.3,2.0,54.35,2.67,0
83.79,2.96,-1.49,5.66,-2.21,-0.01,51.68,2.67,0
83.16,2.57,-1.47,5.64,-2.2,-0.21,49.05,2.66,0
82.48,2.33,-1.42,5.52,-2.25,-0.08,46.46,2.66,0
77.46,2.09,-1.16,4.59,-2.75,-0.23,44.36,2.64,0
76.65,1.91,-1.14,4.58,-2.74,-0.01,43.33,2.64,0
77.78,1.22,0.93,2.52,0.74,0.0,46.3,2.64,0
77.58,0.16,2.3,2.14,1.58,-0.01,52.0,2.64,0
76.83,0.01,2.3,2.17,1.61,2.61,59.15,2.64,0
76.0,0.09,2.29,0.34,2.14,5.6,82.7,2.63,0
73.42,0.09,2.28,0.37,2.13,14.21,92.04,2.62,0
72.42,0.43,1.44,0.56,2.13,21.05,96.37,2.62,0
71.65,1.4,1.38,0.64,2.68,36.41,113.36,2.62,0
70.1,1.64,1.28,0.75,3.5,36.15,114.01,2.61,0
71.16,1.47,1.28,0.78,3.49,35.25,110.38,2.61,0
69.64,1.3,1.27,0.8,3.48,40.02,102.03,2.61,0
69.01,1.24,-2.08,0.82,3.48,32.29,89.89,2.6,0
78.62,1.05,-2.09,0.85,3.47,38.26,90.37,2.65,0
78.5,0.88,-2.1,0.87,3.46,20.96,77.22,2.64,0
84.38,0.86,-2.11,0.89,3.45,15.8,72.94,2.67,0
84.29,0.68,-1.23,0.04,6.14,21.18,68.5,2.67,0
84.08,0.1,-1.26,0.09,6.14,32.45,71.56,2.67,0
76.78,0.09,-1.24,1.27,3.44,48.06,74.91,2.64,0
83.32,0.1,-2.38,4.8,5.87,57.99,83.58,2.66,0
82.66,0.1,-2.4,4.8,5.87,70.59,88.18,2.66,0
81.69,0.03,-1.1,1.61,4.13,69.1,84.93,2.66,0
81.08,0.02,-4.55,0.56,2.29,76.0,86.96,2.66,0
74.61,20.16,-3.45,9.48,-4.35,57.91,75.61,2.63,0
77.17,19.25,-3.5,9.53,-4.29,67.01,77.16,2.64,0
76.96,18.53,-3.54,9.58,-4.23,77.22,78.05,2.64,0
75.73,18.01,-2.79,8.86,-5.42,87.43,78.27,2.63,0
74.51,17.49,-1.0,7.1,-8.3,83.73,79.38,2.63,0
77.74,17.6,-1.0,7.14,-8.28,101.31,83.15,2.64,0
78.26,17.52,-1.0,7.17,-8.26,129.01,87.85,2.64,0
77.91,17.44,-1.0,8.25,-8.57,109.88,98.48,2.64,0
77.03,17.36,-1.81,9.1,-8.05,63.19,167.49,2.64,0
77.75,17.32,-0.61,7.91,-1.28,61.68,187.66,2.65,0
77.92,17.2,-0.61,7.9,-1.28,62.22,196.9,2.66,0
77.84,16.9,-0.6,7.87,-1.29,63.27,203.9,2.67,0
77.6,16.78,-0.6,7.86,-1.29,62.77,209.57,2.68,0
77.36,16.67,-0.6,7.84,-1.29,62.61,215.07,2.69,0
77.12,16.55,-1.22,8.45,-0.92,61.35,221.29,2.7,0
75.96,16.32,-1.22,8.44,-0.92,52.51,176.49,2.69,0
75.72,16.09,-1.22,8.42,-0.91,67.73,185.07,2.71,0
76.31,15.85,-1.22,8.41,-0.91,67.04,191.0,2.74,0
76.07,15.62,-1.21,8.39,-0.9,68.73,197.76,2.76,0
75.82,15.58,0.09,6.91,4.64,67.71,205.93,2.76,0
74.6,15.16,0.08,6.85,4.66,70.39,191.42,2.76,0
74.33,14.92,0.08,6.8,4.68,58.75,151.94,2.76,0
73.08,14.69,0.07,6.75,4.7,54.29,138.22,2.75,0
71.81,14.32,0.06,6.69,4.72,53.12,129.34,2.75,0
71.53,14.34,0.07,6.65,4.74,50.44,128.22,2.75,0
70.23,14.16,0.06,6.6,4.76,54.4,102.33,2.74,0
69.94,13.99,0.06,6.55,4.78,38.27,95.7,2.75,0
68.61,13.82,0.06,6.49,4.8,69.94,98.77,2.74,0
67.26,13.64,0.05,6.44,4.82,45.94,113.24,2.73,0
66.96,13.28,-0.2,6.77,2.95,32.13,111.28,2.73,0
65.93,13.1,-0.19,6.69,2.91,12.59,97.95,2.73,0
65.58,13.12,-0.19,6.65,2.88,15.0,94.56,2.73,0
64.23,12.95,-0.18,6.58,2.85,9.7,82.71,2.72,0
63.87,12.77,-0.17,6.5,2.82,12.49,82.01,2.72,0
63.52,12.6,-0.15,6.42,2.78,19.12,83.58,2.71,0
62.12,12.43,-0.14,6.34,2.75,6.26,99.76,2.71,0
61.76,12.25,-0.13,6.26,2.72,8.83,100.56,2.7,0
60.34,11.89,-0.1,6.15,2.69,6.55,98.16,2.7,0
59.96,11.74,-0.09,6.07,2.66,17.23,122.87,2.69,0
58.51,11.79,0.85,5.06,1.64,16.38,127.31,2.69,0
55.9,1.5,4.2,0.73,5.33,0.69,151.91,2.67,0
55.5,1.47,4.2,0.73,5.25,0.81,150.36,2.67,0
53.96,1.26,4.21,0.69,5.17,0.75,150.44,2.66,0
53.55,1.24,4.22,0.68,5.09,1.41,149.55,2.66,0
51.97,1.41,4.2,0.71,5.01,1.55,148.39,2.65,0
51.56,1.57,4.19,0.74,4.93,2.11,146.43,2.65,0
51.16,1.36,4.21,0.7,4.85,2.29,141.83,2.64,0
50.73,1.34,4.21,0.69,4.77,2.48,139.71,2.64,0
54.1,1.32,4.21,0.68,4.69,3.49,136.84,2.57,0
53.75,1.29,3.62,1.27,4.31,0.71,134.31,2.56,0
55.47,1.27,3.62,1.26,4.23,1.06,128.32,2.46,0
57.75,1.25,3.62,1.26,4.16,0.97,125.77,2.3,0
55.68,1.23,3.62,1.25,4.09,2.51,121.41,2.35,0
55.61,1.2,3.63,1.24,4.01,1.94,119.21,2.29,0
55.53,1.18,3.63,1.23,3.94,0.07,105.61,2.23,0
55.46,1.16,3.63,1.22,3.87,2.34,108.16,2.17,0
55.4,1.13,3.63,1.21,3.79,2.45,106.84,2.1,0
55.33,1.11,3.63,1.2,3.72,1.47,103.32,2.03,0
57.35,1.09,3.64,1.19,3.65,4.21,106.44,1.9,0
50.07,1.07,1.18,3.64,4.05,7.7,105.3,2.23,0
57.27,1.05,1.18,3.61,4.05,4.0,103.54,1.87,0
55.12,1.04,1.18,3.58,4.04,3.81,102.61,1.87,0
55.08,1.02,1.18,3.55,4.03,4.86,98.47,1.86,0
52.84,1.0,1.18,3.52,4.03,5.04,97.61,1.87,0
50.54,0.98,1.18,3.5,4.02,4.19,97.18,1.89,0
50.47,0.96,1.18,3.47,4.01,3.64,92.52,1.86,0
48.08,0.94,1.18,3.44,4.0,3.34,91.77,1.9,0
48.01,0.92,1.18,3.41,4.0,8.13,96.21,1.86,0
47.94,0.9,1.18,3.38,3.99,6.99,95.42,1.84,0
9.16,8.99,-1.63,0.62,-1.38,306.73,1585.05,1.23,0
8.2,7.39,-1.63,-0.75,-0.45,382.45,1696.55,1.22,0
7.76,5.37,-1.63,0.07,-0.87,522.28,1589.65,1.21,0
7.24,4.42,-1.64,0.16,-3.09,402.09,1689.13,1.21,0
5.57,4.58,-1.64,0.37,-2.5,400.87,1587.89,1.14,0
6.21,5.22,-1.64,1.37,-0.26,276.05,1684.51,1.21,0
5.28,6.35,-1.64,2.17,1.85,415.24,1592.68,1.18,0
5.06,8.57,-1.64,0.96,-1.1,35.57,1789.28,1.19,0
6.11,9.1,-1.65,1.02,-3.5,32.8,1610.06,1.28,0
4.99,9.21,-1.65,0.58,-4.02,32.83,2148.54,1.23,0
2.18,9.33,-1.74,4.24,-5.75,24.26,2243.82,1.01,0
2.43,9.44,-2.06,6.99,-1.96,32.47,2233.14,1.06,0
1.92,9.53,-2.06,6.97,-1.94,28.51,2250.02,1.02,0
2.92,10.25,-2.06,6.96,-1.93,29.06,2281.06,1.14,0
3.26,11.94,-2.06,6.94,-1.92,30.37,2092.96,1.17,0
3.57,12.2,-2.07,6.92,-1.9,26.69,2077.18,1.2,0
4.25,12.28,-2.07,6.91,-1.89,25.95,2061.67,1.25,0
3.95,12.13,-2.07,6.89,-1.87,22.34,2083.72,1.24,0
4.12,11.95,-2.07,6.87,-1.86,25.33,2015.66,1.25,0
4.91,11.77,-2.07,6.86,-1.85,24.75,2039.58,1.3,0
4.71,11.58,-2.24,7.24,-1.89,21.19,1985.83,1.29,0
4.03,11.46,-2.26,7.26,-1.88,21.65,2050.58,1.26,0
4.67,11.34,-2.26,7.24,-1.88,21.53,1915.32,1.29,0
4.08,11.23,-2.26,8.54,-6.08,20.25,1490.1,1.26,0
4.57,11.11,-2.27,8.49,-6.09,21.24,1826.35,1.29,0
5.32,10.99,-2.27,8.43,-6.1,20.73,1964.58,1.34,0
5.64,10.87,-2.27,9.8,-6.16,21.19,1718.36,1.38,0
6.64,10.71,-2.27,11.48,-6.26,31.17,1910.77,1.46,0
7.22,10.53,-2.27,11.44,-6.28,23.04,1631.22,1.51,0
6.77,10.31,-2.27,11.39,-6.31,20.09,1854.88,1.51,0
6.69,10.09,-2.32,11.38,-6.35,28.75,1506.34,1.52,0
6.59,9.24,-2.42,13.46,0.88,27.71,460.34,1.53,0
7.3,9.02,-2.42,13.43,0.83,29.61,1516.94,1.57,0
7.2,8.8,-2.76,17.49,2.9,27.47,419.79,1.58,0
7.77,8.58,-2.8,17.97,3.12,30.27,402.65,1.61,0
9.46,8.34,-2.8,17.99,3.1,25.58,391.28,1.7,0
10.07,8.1,-2.8,18.02,3.07,26.66,1417.08,1.73,0
10.67,7.87,-2.8,18.04,3.05,27.84,1414.34,1.77,0
12.31,7.64,-2.8,18.06,3.02,4.94,1412.89,1.83,0
15.19,7.51,-2.8,18.09,3.0,9.39,1181.1,1.86,0
26.74,7.37,-2.34,14.95,-0.63,11.33,1161.46,1.94,0
38.92,7.24,-2.37,14.49,-1.13,8.85,205.33,2.18,0
41.95,7.11,-2.37,14.47,-1.17,15.22,204.07,2.34,0
42.18,6.98,-2.37,14.17,-1.01,15.18,132.71,2.37,0
42.42,6.85,-2.37,13.03,-0.19,16.01,1508.95,2.4,0
42.88,6.72,-2.37,13.04,-0.23,13.72,1602.06,2.42,0
44.04,6.59,-2.38,13.06,-0.27,33.65,264.87,2.43,0
44.54,6.47,-2.48,13.27,-0.24,19.75,219.25,2.41,0
45.07,6.34,-3.45,15.01,0.39,29.29,156.18,2.4,0
46.19,6.22,-3.45,14.31,0.09,32.7,154.63,2.38,0
46.89,6.17,-3.01,12.65,-0.51,39.38,152.93,2.39,0
48.93,6.17,-3.02,12.66,-0.56,41.89,149.95,2.42,0
49.11,6.17,-3.02,13.05,0.06,31.58,146.79,2.41,0
49.7,6.17,-3.02,14.89,1.01,19.52,143.46,2.4,0
50.19,6.17,-3.02,15.58,1.2,15.67,137.31,2.38,0
50.76,6.17,-2.89,15.34,1.3,15.79,127.58,2.36,0
52.5,6.17,-1.74,9.69,-0.68,9.38,116.54,2.32,0
52.45,6.17,-1.75,8.9,-1.3,3.3,114.96,2.3,0
52.4,6.17,-1.75,8.63,-1.39,13.55,108.68,2.28,0
52.48,6.17,-1.75,8.63,-1.39,6.45,106.68,2.25,0
54.11,6.17,-4.12,8.62,-1.38,2.6,105.32,2.17,0
53.82,6.17,-4.11,11.24,0.39,1.89,104.07,2.15,0
48.93,6.17,-4.11,12.73,0.5,1.9,108.01,2.25,0
49.26,6.17,-4.11,13.16,-0.15,2.71,111.93,2.21,0
51.09,6.17,-4.1,13.14,-0.15,70.33,118.66,2.13,0
51.49,6.17,-4.1,11.96,-0.66,38.72,114.51,2.1,0
53.14,6.17,-4.1,11.94,-0.68,43.89,115.8,2.13,0
53.33,6.17,-4.12,12.3,-0.39,44.73,117.07,2.15,0
54.26,6.17,-4.18,13.23,0.67,42.88,117.13,2.24,0
54.41,6.17,-4.17,13.23,0.69,39.28,114.45,2.29,0
54.86,6.17,-3.28,13.22,0.71,35.56,111.95,2.33,0
55.73,6.17,-3.27,12.83,0.1,36.39,111.47,2.37,0
55.67,6.17,-3.26,12.78,0.05,35.47,111.0,2.37,0
55.47,6.17,-3.25,12.76,0.07,33.1,110.52,2.38,0
56.15,6.17,-3.23,12.73,0.1,29.87,110.05,2.39,0
63.08,6.17,-3.22,12.73,0.11,19.92,109.64,2.47,0
63.65,6.17,-3.21,11.49,-0.9,22.48,109.16,2.49,0
64.17,6.17,-3.19,10.94,-1.36,28.92,108.69,2.51,0
64.09,6.17,-3.18,10.91,-1.39,30.34,108.21,2.52,0
64.47,6.17,-3.17,11.17,-0.2,12.32,96.06,2.53,0
64.99,6.17,-3.15,11.19,-0.1,10.88,80.7,2.55,0
65.35,6.17,-3.14,11.18,-0.13,16.07,89.47,2.56,0
65.41,6.17,-3.12,11.16,-0.17,23.54,90.19,2.56,0
66.25,6.17,-3.09,14.38,-0.97,34.4,91.82,2.57,0
67.39,18.4,-3.07,14.28,-1.09,43.11,90.71,2.58,0
68.03,18.57,-3.04,14.18,-1.21,46.73,91.2,2.58,0
68.79,6.36,-3.02,14.09,-1.33,38.43,88.35,2.57,0
70.07,6.36,-2.99,13.99,-1.45,35.37,82.67,2.56,0
70.89,6.17,-2.96,13.87,-1.57,43.9,89.55,2.53,0
71.72,6.17,-2.94,13.76,-1.69,49.15,96.27,2.47,0
73.49,6.17,-2.91,14.39,0.42,48.54,96.96,2.31,0
73.89,6.17,-2.88,14.33,0.34,47.28,90.94,2.23,0
74.79,6.17,-2.85,14.28,0.26,52.16,101.66,2.16,0
75.62,6.17,-2.83,14.22,0.19,52.26,98.93,2.14,0
75.95,6.17,-2.8,14.16,0.11,70.95,89.93,2.13,0
76.55,6.17,-2.77,10.72,1.43,62.26,97.43,2.14,0
76.67,6.17,-2.74,10.71,1.43,61.43,87.98,2.16,0
76.46,6.17,-2.71,10.69,1.42,70.61,102.48,2.18,0
77.74,6.17,-2.68,10.68,1.42,77.69,106.64,2.28,0
76.66,6.17,-2.66,10.66,1.41,80.09,102.13,2.27,0
79.74,6.17,-2.63,11.35,-0.69,76.98,98.01,2.47,0
80.44,6.17,-2.6,11.31,-0.7,92.38,100.71,2.46,0
80.0,6.17,-2.57,11.28,-0.71,90.91,103.11,2.45,0
79.98,6.17,-2.54,11.25,-0.72,87.94,98.71,2.41,0
81.12,6.17,-2.51,11.21,-0.73,95.23,101.12,2.35,0
80.28,6.17,-5.59,14.3,-2.22,103.23,102.52,2.35,0
81.19,6.17,-5.6,14.31,-2.21,92.86,102.97,2.37,0
81.34,6.17,-5.6,14.32,-2.19,97.11,98.18,2.4,0
81.97,6.17,-5.6,14.33,-2.17,98.83,98.56,2.44,0
82.71,6.17,-5.6,14.33,-2.16,109.28,103.25,2.47,0
84.49,6.17,-5.16,13.22,7.76,75.24,102.94,2.48,0
84.41,6.17,-5.16,13.19,7.77,107.37,93.74,2.48,0
84.33,6.17,-5.15,13.15,7.78,119.79,97.36,2.49,0
85.83,6.17,-5.14,13.11,7.79,99.84,93.35,2.51,0
86.14,6.17,-5.13,13.07,7.8,97.73,101.4,2.53,0
86.43,6.17,-5.12,13.03,7.81,92.32,100.36,2.56,0
86.09,6.36,-5.11,13.01,7.82,120.91,109.37,2.58,0
87.21,6.17,-5.1,12.95,7.83,130.93,106.48,2.63,0
86.95,6.17,-5.09,12.9,7.84,103.25,92.75,2.65,0
86.82,6.17,-5.08,12.86,7.84,134.62,100.28,2.66,0
89.79,6.17,-3.09,12.13,9.05,148.8,98.33,2.69,0
89.22,5.99,-2.62,13.56,8.11,137.98,95.01,2.69,0
88.76,5.65,-2.6,13.52,8.02,133.6,87.41,2.68,0
88.86,5.3,-2.58,14.5,4.13,100.23,87.42,2.68,0
89.05,4.89,-2.56,14.49,4.04,85.52,87.01,2.68,0
89.1,4.47,-2.18,13.54,3.24,152.82,103.14,2.69,0
89.28,4.32,-1.33,11.33,1.49,95.63,98.39,2.69,0
89.37,4.3,-1.32,11.34,1.39,32.28,87.57,2.69,0
89.48,4.28,-1.31,11.35,1.29,61.85,77.6,2.69,0
89.6,4.26,-1.29,11.36,1.19,39.76,71.47,2.69,0
89.75,4.23,-0.96,9.04,-1.9,26.17,76.6,2.69,0
88.41,4.09,-1.6,7.63,-4.11,0.77,73.02,2.68,0
86.75,3.86,-1.58,7.58,-4.17,0.22,69.04,2.68,0
85.43,3.62,-1.55,7.54,-4.23,-0.07,66.83,2.67,0
85.88,3.39,-1.53,7.49,-4.3,2.0,68.22,2.67,0
85.61,3.15,-1.5,5.67,-2.21,-0.01,51.68,2.67,0
83.16,2.77,-1.48,5.66,-2.2,-0.21,49.05,2.66,0
82.48,2.53,-1.43,5.54,-2.25,-0.08,46.46,2.66,0
81.76,2.29,-1.17,4.61,-2.75,-0.23,44.36,2.66,0
76.65,2.1,-1.15,4.59,-2.74,-0.01,43.33,2.64,0
77.78,1.6,0.94,2.51,0.74,-0.01,42.66,2.64,0
77.58,0.31,2.3,2.14,1.58,0.29,52.0,2.64,0
76.83,0.13,2.3,2.16,1.61,2.61,59.15,2.64,0
76.0,0.09,2.29,0.34,2.14,5.6,82.7,2.63,0
73.42,0.27,2.29,0.35,2.13,14.21,92.04,2.62,0
72.42,0.61,1.45,0.55,2.13,21.05,96.37,2.62,0
71.65,1.58,1.38,0.63,2.68,36.41,113.36,2.62,0
70.1,1.84,1.28,0.74,3.5,36.15,114.01,2.61,0
71.16,1.67,1.28,0.77,3.49,33.26,102.51,2.61,0
70.4,1.7,1.27,0.78,3.48,31.77,95.83,2.61,0
69.01,1.43,-2.08,0.81,3.48,32.29,89.89,2.6,0
78.62,1.44,-2.09,0.82,3.47,38.26,90.37,2.65,0
84.48,1.28,-2.09,0.85,3.46,20.96,77.22,2.67,0
84.38,1.05,-2.1,0.88,3.45,22.12,74.59,2.67,0
84.29,1.07,-1.2,-0.01,6.14,27.67,76.44,2.67,0
84.08,0.49,-1.23,0.04,6.14,32.45,71.56,2.67,0
76.78,0.09,-1.24,1.27,3.44,48.06,74.91,2.64,0
83.32,0.1,-2.38,4.8,5.87,57.99,83.58,2.66,0
82.66,0.1,-2.4,4.8,5.87,70.59,88.18,2.66,0
81.69,0.03,-1.1,1.61,4.13,69.1,84.93,2.66,0
81.08,0.02,-4.55,0.56,2.29,76.0,86.96,2.66,0
74.61,20.55,-3.33,9.28,-4.77,57.91,75.61,2.63,0
77.17,19.83,-3.46,9.54,-4.29,67.01,77.16,2.64,0
76.96,18.92,-3.52,9.59,-4.23,77.22,78.05,2.64,0
75.73,18.4,-2.77,8.87,-5.42,87.43,78.27,2.63,0
74.51,17.88,-0.99,7.12,-8.3,83.73,79.38,2.63,0
77.74,17.8,-0.99,7.15,-8.28,101.31,83.15,2.64,0
78.26,17.91,-0.99,7.2,-8.26,129.01,87.85,2.64,0
76.31,17.83,-0.99,8.27,-8.57,67.36,139.6,2.64,0
77.03,17.75,-1.8,9.13,-8.05,63.19,167.49,2.64,0
77.75,17.51,-0.61,7.94,-1.28,61.68,187.66,2.65,0
77.92,17.39,-0.61,7.92,-1.28,62.22,196.9,2.66,0
77.84,17.28,-0.61,7.91,-1.29,63.27,203.9,2.67,0
77.6,17.17,-0.61,7.9,-1.29,62.77,209.57,2.68,0
77.36,17.05,-0.61,7.88,-1.29,62.61,215.07,2.69,0
77.12,16.94,-1.23,8.49,-0.92,61.35,221.29,2.7,0
76.89,16.51,-1.22,8.46,-0.92,61.08,228.33,2.72,0
76.65,16.47,-1.22,8.46,-0.91,55.68,194.47,2.73,0
76.31,16.05,-1.22,8.43,-0.91,67.04,191.0,2.74,0
76.07,15.81,-1.22,8.41,-0.9,68.73,197.76,2.76,0
75.82,15.58,0.09,6.91,4.64,67.71,205.93,2.76,0
75.56,15.35,0.09,6.86,4.66,67.36,205.02,2.77,0
74.33,15.31,0.09,6.82,4.68,58.75,151.94,2.76,0
73.08,14.88,0.08,6.76,4.7,54.29,138.22,2.75,0
72.81,14.89,0.09,6.72,4.72,51.33,137.08,2.76,0
71.53,14.34,0.07,6.65,4.74,50.44,128.22,2.75,0
70.23,14.35,0.07,6.61,4.76,54.4,102.33,2.74,0
69.94,14.37,0.08,6.57,4.78,38.27,95.7,2.75,0
68.61,14.2,0.07,6.52,4.8,69.94,98.77,2.74,0
68.32,14.03,0.07,6.46,4.82,57.77,93.93,2.74,0
66.96,13.85,-0.24,6.87,2.95,32.13,111.28,2.73,0
66.69,13.68,-0.23,6.8,2.91,27.82,101.4,2.73,0
65.58,13.51,-0.22,6.72,2.88,15.0,94.56,2.73,0
65.23,13.33,-0.21,6.65,2.85,21.6,96.75,2.72,0
63.87,13.16,-0.19,6.57,2.82,12.49,82.01,2.72,0
63.52,12.79,-0.17,6.46,2.78,19.12,83.58,2.71,0
62.12,12.62,-0.15,6.38,2.75,6.26,99.76,2.71,0
61.76,12.45,-0.14,6.3,2.72,8.83,100.56,2.7,0
60.34,12.27,-0.13,6.22,2.69,6.55,98.16,2.7,0
59.96,12.31,-0.13,6.18,2.66,17.23,122.87,2.69,0
59.59,12.17,0.82,5.14,1.64,20.94,124.49,2.68,0
55.9,1.5,4.2,0.73,5.33,0.69,151.91,2.67,0
55.5,1.47,4.2,0.73,5.25,0.81,150.36,2.67,0
53.96,1.64,4.19,0.76,5.17,0.75,150.44,2.66,0
53.55,1.62,4.19,0.76,5.09,1.41,149.55,2.66,0
51.97,1.41,4.2,0.71,5.01,1.55,148.39,2.65,0
51.56,1.57,4.19,0.74,4.93,2.11,146.43,2.65,0
51.16,1.55,4.19,0.74,4.85,2.29,141.83,2.64,0
50.73,1.34,4.21,0.69,4.77,2.48,139.71,2.64,0
54.1,1.51,4.2,0.72,4.69,4.92,131.68,2.57,0
53.75,1.48,3.61,1.31,4.31,0.51,128.1,2.56,0
55.47,1.27,3.62,1.26,4.23,1.06,128.32,2.46,0
57.75,1.25,3.62,1.26,4.16,0.97,125.77,2.3,0
55.68,1.23,3.62,1.25,4.09,2.51,121.41,2.35,0
55.61,1.39,3.61,1.28,4.01,1.94,119.21,2.29,0
55.53,1.37,3.61,1.27,3.94,0.07,105.61,2.23,0
55.46,1.35,3.62,1.26,3.87,2.34,108.16,2.17,0
55.4,1.13,3.63,1.21,3.79,2.45,106.84,2.1,0
55.33,1.11,3.63,1.2,3.72,1.47,103.32,2.03,0
57.35,1.09,3.64,1.19,3.65,4.21,106.44,1.9,0
50.07,1.07,1.18,3.64,4.05,7.7,105.3,2.23,0
57.27,1.05,1.18,3.61,4.05,4.0,103.54,1.87,0
55.12,1.04,1.18,3.58,4.04,3.81,102.61,1.87,0
55.08,1.02,1.18,3.55,4.03,4.86,98.47,1.86,0
52.84,1.0,1.18,3.52,4.03,5.04,97.61,1.87,0
